Date : 2026-08-13 20:04:09
Directory : /Users/zerone/Documents/Coding/projectProp/apps
Total : 441 files,  34789 codes, 6733 comments, 5980 blanks, all 47502 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260117153647_init/migration 2.sql                                        | MS SQL             |         37 |          6 |          9 |         52 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260117153647_init/migration.sql                                          | MS SQL             |         37 |          6 |          9 |         52 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260120095828_bigint_prices/migration 2.sql                               | MS SQL             |          2 |          1 |          1 |          4 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260120095828_bigint_prices/migration.sql                                 | MS SQL             |          2 |          1 |          1 |          4 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260120151104_contacts_upgrade/migration 2.sql                            | MS SQL             |          5 |          1 |          1 |          7 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260120151104_contacts_upgrade/migration.sql                              | MS SQL             |          5 |          1 |          1 |          7 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260122112841_upgrade_property_schema_saas/migration 2.sql                | MS SQL             |         32 |         19 |          9 |         60 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260122112841_upgrade_property_schema_saas/migration.sql                  | MS SQL             |         32 |         19 |          9 |         60 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260122183550_add_property_activity_log/migration 2.sql                   | MS SQL             |         11 |          3 |          4 |         18 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260122183550_add_property_activity_log/migration.sql                     | MS SQL             |         11 |          3 |          4 |         18 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260123053630_add_user_columns_to_property_activity/migration 2.sql       | MS SQL             |          2 |          1 |          1 |          4 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260123053630_add_user_columns_to_property_activity/migration.sql         | MS SQL             |          2 |          1 |          1 |          4 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260123161713_add_lead_crm/migration 2.sql                                | MS SQL             |          4 |          2 |          2 |          8 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260123161713_add_lead_crm/migration.sql                                  | MS SQL             |          4 |          2 |          2 |          8 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260124023927_add_property_share/migration 2.sql                          | MS SQL             |         12 |          2 |          3 |         17 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260124023927_add_property_share/migration.sql                            | MS SQL             |         12 |          2 |          3 |         17 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260125104045_add_tenant_preferences_enum/migration 2.sql                 | MS SQL             |          1 |          1 |          1 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260125104045_add_tenant_preferences_enum/migration.sql                   | MS SQL             |          1 |          1 |          1 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260125105523_add_tenant_rules/migration 2.sql                            | MS SQL             |          4 |          8 |          2 |         14 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260125105523_add_tenant_rules/migration.sql                              | MS SQL             |          4 |          8 |          2 |         14 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260125135521_add_agent_system/migration 2.sql                            | MS SQL             |         26 |          8 |         11 |         45 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260125135521_add_agent_system/migration.sql                              | MS SQL             |         26 |          8 |         11 |         45 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260125201245_ingestion_log/migration 2.sql                               | MS SQL             |         12 |          3 |          4 |         19 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260125201245_ingestion_log/migration.sql                                 | MS SQL             |         12 |          3 |          4 |         19 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260126065737_add_agent_merge_system/migration 2.sql                      | MS SQL             |         12 |          2 |          3 |         17 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260126065737_add_agent_merge_system/migration.sql                        | MS SQL             |         12 |          2 |          3 |         17 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260126145016_add_property_notes/migration 2.sql                          | MS SQL             |          1 |          1 |          1 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260126145016_add_property_notes/migration.sql                            | MS SQL             |          1 |          1 |          1 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260126150732_add_lead_field_to_property_share/migration 2.sql            | MS SQL             |          4 |          1 |          1 |          6 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260126150732_add_lead_field_to_property_share/migration.sql              | MS SQL             |          4 |          1 |          1 |          6 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260128170540_add_team_member/migration 2.sql                             | MS SQL             |          7 |          1 |          2 |         10 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260128170540_add_team_member/migration.sql                               | MS SQL             |          7 |          1 |          2 |         10 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260202090910_add_client_thread/migration 2.sql                           | MS SQL             |         33 |         10 |         13 |         56 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260202090910_add_client_thread/migration.sql                             | MS SQL             |         33 |         10 |         13 |         56 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260202102249_add_follow_up_to_client_property/migration 2.sql            | MS SQL             |          1 |          1 |          1 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260202102249_add_follow_up_to_client_property/migration.sql              | MS SQL             |          1 |          1 |          1 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260202122244_add_last_contacted_at/migration 2.sql                       | MS SQL             |          1 |          1 |          1 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260202122244_add_last_contacted_at/migration.sql                         | MS SQL             |          1 |          1 |          1 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260217123424_merged_into/migration 2.sql                                 | MS SQL             |          1 |          1 |          1 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260217123424_merged_into/migration.sql                                   | MS SQL             |          1 |          1 |          1 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260217161807_property_count_added/migration 2.sql                        | MS SQL             |          1 |          1 |          1 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260217161807_property_count_added/migration.sql                          | MS SQL             |          1 |          1 |          1 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260319061333_add_workspace_auth_canonical_property_deals/migration 2.sql | MS SQL             |        497 |        205 |        203 |        905 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260319061333_add_workspace_auth_canonical_property_deals/migration.sql   | MS SQL             |        497 |        205 |        203 |        905 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260319183305_add_client_property_clientstatus/migration 2.sql            | MS SQL             |         17 |          8 |          9 |         34 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260319183305_add_client_property_clientstatus/migration.sql              | MS SQL             |         17 |          8 |          9 |         34 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260321020304_add_availability_status_enum/migration 2.sql                | MS SQL             |          3 |          8 |          2 |         13 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260321020304_add_availability_status_enum/migration.sql                  | MS SQL             |          3 |          8 |          2 |         13 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260321165954_add_client_owner_and_lead_assignment/migration 2.sql        | MS SQL             |          4 |          4 |          4 |         12 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260321165954_add_client_owner_and_lead_assignment/migration.sql          | MS SQL             |          4 |          4 |          4 |         12 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260412030816_message_cache/migration 2.sql                               | MS SQL             |         10 |          3 |          4 |         17 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260412030816_message_cache/migration.sql                                 | MS SQL             |         10 |          3 |          4 |         17 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260412093911_add_deal_client_relation/migration 2.sql                    | MS SQL             |          1 |          1 |          1 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260412093911_add_deal_client_relation/migration.sql                      | MS SQL             |          1 |          1 |          1 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260429143941_add_shared_ingestion/migration 2.sql                        | MS SQL             |         41 |         12 |         16 |         69 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260429143941_add_shared_ingestion/migration.sql                          | MS SQL             |         41 |         12 |         16 |         69 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260501172033_add_listing_last_activity/migration 2.sql                   | MS SQL             |          1 |          1 |          1 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260501172033_add_listing_last_activity/migration.sql                     | MS SQL             |          1 |          1 |          1 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260502073635_add_listing_last_seen_at/migration 2.sql                    | MS SQL             |          1 |          1 |          1 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260502073635_add_listing_last_seen_at/migration.sql                      | MS SQL             |          1 |          1 |          1 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260510110537_add_wa_auth_state/migration.sql                             | MS SQL             |          6 |          1 |          2 |          9 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260512153233_add_google_auth/migration.sql                               | MS SQL             |          3 |          8 |          2 |         13 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260512170720_add_plan_selected/migration.sql                             | MS SQL             |          1 |          1 |          1 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260513041225_add_media_storage_system/migration.sql                      | MS SQL             |         47 |         30 |         20 |         97 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260516150715_add_collections_and_shortlists/migration.sql                | MS SQL             |         50 |         17 |         21 |         88 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260614_add_phone_unique/migration.sql                                    | MS SQL             |          1 |          0 |          1 |          2 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260615144423_add_private_group_request/migration.sql                     | MS SQL             |         19 |          7 |          8 |         34 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260615150945_add_claim_expires/migration.sql                             | MS SQL             |          1 |          1 |          1 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/migrations/20260703174950_add_workspace_last_active/migration.sql                     | MS SQL             |          1 |          1 |          1 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/prisma/seed.ts                                                                               | TypeScript         |          0 |        121 |         15 |        136 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/railway.json                                                                                 | JSON               |         10 |          0 |          0 |         10 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/scripts/backfill-agent-property-count.ts                                                     | TypeScript         |         30 |          5 |         10 |         45 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/scripts/backfill-agents.ts                                                                   | TypeScript         |         19 |          4 |          6 |         29 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/ai/property-parser/ai-parser/ai-parser.module.ts                                         | TypeScript         |          7 |          0 |          2 |          9 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/ai/property-parser/ai-parser/ai-parser.service.ts                                        | TypeScript         |        215 |        282 |        134 |        631 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/ai/property-parser/ai-parser/ai-parser.types.ts                                          | TypeScript         |         37 |          8 |         11 |         56 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/ai/property-parser/ai-parser/extract-property.prompt.ts                                  | TypeScript         |        140 |          4 |          3 |        147 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/app.controller.spec.ts                                                                   | TypeScript         |         18 |          0 |          5 |         23 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/app.controller.ts                                                                        | TypeScript         |         10 |         15 |          8 |         33 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/app.module.ts                                                                            | TypeScript         |         75 |          2 |          6 |         83 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/app.service.ts                                                                           | TypeScript         |          7 |          0 |          2 |          9 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/auth.controller.ts                                                                  | TypeScript         |        151 |          0 |         19 |        170 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/auth.module.ts                                                                      | TypeScript         |         27 |          0 |          3 |         30 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/auth.service.ts                                                                     | TypeScript         |        469 |         42 |         82 |        593 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/constants.ts                                                                        | TypeScript         |          6 |          0 |          2 |          8 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/decorators/current-user.decorator.ts                                                | TypeScript         |          8 |          7 |          1 |         16 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/decorators/roles.decorator.ts                                                       | TypeScript         |          7 |         14 |          2 |         23 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/dto/auth.dto.ts                                                                     | TypeScript         |         58 |          0 |          9 |         67 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/guards/auth.guards.ts                                                               | TypeScript         |         50 |         17 |         13 |         80 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/helpers/require-role.ts                                                             | TypeScript         |         12 |          0 |          2 |         14 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/jwt-payload.interface.ts                                                            | TypeScript         |          9 |          0 |          2 |         11 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/strategies/google.strategy.ts                                                       | TypeScript         |         31 |          0 |          3 |         34 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/strategies/jwt-access.strategy.ts                                                   | TypeScript         |         52 |          3 |          6 |         61 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/auth/strategies/jwt-refresh.strategy.ts                                                  | TypeScript         |         39 |          0 |          6 |         45 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/common/utils/nameSanitizer.ts                                                            | TypeScript         |         41 |          1 |         11 |         53 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/core/email/email.module.ts                                                               | TypeScript         |          7 |          0 |          1 |          8 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/core/email/email.service.ts                                                              | TypeScript         |         54 |          0 |          3 |         57 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/core/prisma/prisma.client.ts                                                             | TypeScript         |          9 |          0 |          4 |         13 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/core/prisma/prisma.module.ts                                                             | TypeScript         |          8 |          0 |          2 |         10 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/core/prisma/prisma.service.ts                                                            | TypeScript         |         15 |          1 |          4 |         20 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/ingestion/whatsapp/wa-auth-state.ts                                                      | TypeScript         |         53 |          0 |          5 |         58 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/ingestion/whatsapp/whatsapp.module.ts                                                    | TypeScript         |          8 |          0 |          2 |         10 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/ingestion/whatsapp/whatsapp.service.ts                                                   | TypeScript         |         73 |          3 |         12 |         88 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/main.ts                                                                                  | TypeScript         |         37 |         32 |         24 |         93 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/middleware/activity.middleware.ts                                                        | TypeScript         |         28 |          0 |          2 |         30 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/admin/admin-audit.service.ts                                                     | TypeScript         |         66 |          3 |          9 |         78 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/admin/admin-properties.service.ts                                                | TypeScript         |        225 |          9 |         21 |        255 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/admin/admin-subscriptions.service.ts                                             | TypeScript         |         80 |          1 |          8 |         89 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/admin/admin-users.service.ts                                                     | TypeScript         |         76 |          0 |         10 |         86 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/admin/admin-workspaces.service.ts                                                | TypeScript         |        145 |          1 |         11 |        157 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/admin/admin.controller.ts                                                        | TypeScript         |        179 |          8 |         28 |        215 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/admin/admin.module.ts                                                            | TypeScript         |         23 |          0 |          1 |         24 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/admin/admin.service.ts                                                           | TypeScript         |        353 |         36 |         49 |        438 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/admin/health.service.ts                                                          | TypeScript         |        121 |          6 |         17 |        144 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/agents/agents.controller.ts                                                      | TypeScript         |         76 |         18 |         13 |        107 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/agents/agents.module.ts                                                          | TypeScript         |         10 |          0 |          2 |         12 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/agents/agents.service.ts                                                         | TypeScript         |        267 |         28 |         51 |        346 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/billing/billing.controller.ts                                                    | TypeScript         |         53 |          5 |          6 |         64 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/billing/billing.guard.ts                                                         | TypeScript         |         62 |          6 |         16 |         84 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/billing/billing.module.ts                                                        | TypeScript         |         16 |          0 |          1 |         17 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/billing/billing.service.ts                                                       | TypeScript         |        219 |         15 |         42 |        276 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/billing/plans.config.ts                                                          | TypeScript         |          0 |          0 |          1 |          1 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/billing/skip-billing.decorator.ts                                                | TypeScript         |          2 |          1 |          0 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/clients/client-properties.controller.ts                                          | TypeScript         |         25 |          0 |          2 |         27 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/clients/clients.controller.ts                                                    | TypeScript         |        180 |         27 |         37 |        244 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/clients/clients.module.ts                                                        | TypeScript         |         13 |          0 |          2 |         15 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/clients/clients.service.ts                                                       | TypeScript         |        452 |         38 |        103 |        593 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/clients/share-token.snippet.ts                                                   | TypeScript         |          0 |          0 |          1 |          1 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/collections/collections.controller.ts                                            | TypeScript         |         63 |          0 |         13 |         76 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/collections/collections.module.ts                                                | TypeScript         |         11 |          0 |          1 |         12 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/collections/collections.service.ts                                               | TypeScript         |         99 |          1 |         10 |        110 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/dashboard/dashboard.controller.ts                                                | TypeScript         |         14 |          2 |          3 |         19 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/dashboard/dashboard.service.ts                                                   | TypeScript         |         67 |          7 |         14 |         88 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/deals/deals.controller.ts                                                        | TypeScript         |         63 |          6 |          7 |         76 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/deals/deals.service.ts                                                           | TypeScript         |        285 |         13 |         27 |        325 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/dedup/dedup.module.ts                                                            | TypeScript         |          9 |          1 |          2 |         12 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/dedup/dedup.service.ts                                                           | TypeScript         |        188 |         33 |         40 |        261 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/ingestion/db-auth-state.ts                                                       | TypeScript         |         47 |          0 |          6 |         53 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/ingestion/ingestion.controller.ts                                                | TypeScript         |        101 |          4 |         19 |        124 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/ingestion/ingestion.module.ts                                                    | TypeScript         |         14 |          1 |          1 |         16 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/ingestion/ingestion.service.ts                                                   | TypeScript         |        541 |         39 |        105 |        685 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/ingestion/message-ingestion.service.ts                                           | TypeScript         |          0 |          0 |          1 |          1 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/listings/create-listing.dto.ts                                                   | TypeScript         |         73 |          1 |         19 |         93 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/listings/listings.controller.ts                                                  | TypeScript         |        107 |         21 |         13 |        141 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/listings/listings.module.ts                                                      | TypeScript         |         13 |          4 |          2 |         19 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/listings/listings.service.ts                                                     | TypeScript         |        349 |         44 |         57 |        450 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/listings/update-listing.dto.ts                                                   | TypeScript         |         25 |          0 |          1 |         26 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/media/media.controller.ts                                                        | TypeScript         |         62 |         12 |          7 |         81 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/media/media.dto.ts                                                               | TypeScript         |         40 |          0 |         14 |         54 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/media/media.module.ts                                                            | TypeScript         |         11 |          0 |          1 |         12 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/media/media.service.ts                                                           | TypeScript         |        319 |         33 |         60 |        412 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/messages/message-cache.service.ts                                                | TypeScript         |         34 |          0 |          8 |         42 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/messages/messages.controller.ts                                                  | TypeScript         |         27 |          1 |          4 |         32 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/messages/messages.module.ts                                                      | TypeScript         |         11 |          0 |          1 |         12 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/messages/messages.service.ts                                                     | TypeScript         |         14 |          1 |          3 |         18 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/messages/pre-classifier.service.ts                                               | TypeScript         |        116 |          1 |         19 |        136 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/onboarding/onboarding.controller.ts                                              | TypeScript         |         53 |          5 |         12 |         70 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/onboarding/onboarding.module.ts                                                  | TypeScript         |         11 |          4 |          3 |         18 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/onboarding/onboarding.service.ts                                                 | TypeScript         |        175 |         16 |         30 |        221 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/pre-classifier.test.ts                                                           | TypeScript         |         10 |          6 |          7 |         23 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/private-groups/private-groups.controller.ts                                      | TypeScript         |         22 |          0 |          4 |         26 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/private-groups/private-groups.module.ts                                          | TypeScript         |         11 |          0 |          1 |         12 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/private-groups/private-groups.service.ts                                         | TypeScript         |        102 |         11 |         16 |        129 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/properties/dto/attach-agent.dto.ts                                               | TypeScript         |          3 |          0 |          1 |          4 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/properties/dto/create-lead.dto.ts                                                | TypeScript         |          9 |          0 |          3 |         12 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/properties/dto/list-properties-query.dto.ts                                      | TypeScript         |         22 |          1 |          6 |         29 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/properties/dto/update-lead.dto.ts                                                | TypeScript         |         13 |          0 |          4 |         17 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/properties/dto/update-property.dto.ts                                            | TypeScript         |         84 |          4 |         27 |        115 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/properties/dto/update-status.dto.ts                                              | TypeScript         |          3 |          0 |          0 |          3 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/properties/properties.controller.ts                                              | TypeScript         |        128 |         24 |         24 |        176 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/properties/properties.module.ts                                                  | TypeScript         |         12 |          0 |          2 |         14 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/properties/properties.service.ts                                                 | TypeScript         |        887 |         89 |        175 |      1,151 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/properties/property-share.controller.ts                                          | TypeScript         |         20 |          0 |          3 |         23 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/properties/property-share.service.ts                                             | TypeScript         |         27 |          0 |          2 |         29 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/properties/tenantRules.ts                                                        | TypeScript         |         21 |          2 |          6 |         29 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/public/public.controller.ts                                                      | TypeScript         |         36 |         15 |          6 |         57 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/public/public.module.ts                                                          | TypeScript         |         10 |          0 |          1 |         11 |
| /Users/zerone/Documents/Coding/projectProp/apps/backend/src/modules/public/public.service.ts                                                         | TypeScript         |        114 |          3 |         14 |        131 |
